listing_id,ts,seller_id,region,item_id,qty,list_price,expires_at
L0003853,2025-01-04 09:00:00,P00186,EU,I0034,1,86.73,2025-01-05 04:00:00
L0003863,2025-01-04 09:00:00,P00257,NA,I0015,2,44.68,2025-01-05 09:00:00
L0003865,2025-01-04 09:00:00,P00264,EU,I0036,1,34.43,2025-01-05 03:00:00
L0003862,2025-01-04 09:00:00,P00255,NA,I0015,2,51.88,2025-01-05 17:00:00
L0003864,2025-01-04 09:00:00,P00259,EU,I0020,1,63.13,2025-01-05 13:00:00
L0003856,2025-01-04 09:00:00,P00212,EU,I0002,1,47.6,2025-01-05 12:00:00
L0003855,2025-01-04 09:00:00,P00196,EU,I0004,1,80.91,2025-01-05 04:00:00
L0003854,2025-01-04 09:00:00,P00187,EU,I0008,1,63.46,2025-01-05 12:00:00
L0003859,2025-01-04 09:00:00,P00229,ASIA,I0028,1,47.95,2025-01-05 11:00:00
L0003852,2025-01-04 09:00:00,P00176,NA,I0036,1,33.08,2025-01-05 09:00:00
L0003866,2025-01-04 09:00:00,P00278,NA,I0010,2,42.57,2025-01-05 12:00:00
L0003850,2025-01-04 09:00:00,P00154,NA,I0002,1,43.63,2025-01-05 03:00:00
L0003879,2025-01-04 09:00:00,P00479,EU,I0033,2,66.96,2025-01-05 10:00:00
L0003851,2025-01-04 09:00:00,P00166,NA,I0038,3,55.53,2025-01-05 03:00:00
L0003874,2025-01-04 09:00:00,P00417,EU,I0039,1,45.71,2025-01-04 21:00:00
L0003867,2025-01-04 09:00:00,P00298,NA,I0009,2,50.41,2025-01-05 20:00:00
L0003871,2025-01-04 09:00:00,P00362,EU,I0026,3,61.34,2025-01-05 00:00:00
L0003870,2025-01-04 09:00:00,P00344,EU,I0005,2,66.11,2025-01-05 18:00:00
L0003869,2025-01-04 09:00:00,P00336,NA,I0028,1,48.53,2025-01-05 08:00:00
L0003868,2025-01-04 09:00:00,P00303,NA,I0006,1,444.55,2025-01-05 02:00:00
L0003860,2025-01-04 09:00:00,P00236,NA,I0034,2,73.58,2025-01-05 20:00:00
L0003914,2025-01-04 10:00:00,P00492,ASIA,I0025,1,61.8,2025-01-05 06:00:00
L0003911,2025-01-04 10:00:00,P00378,NA,I0006,1,541.94,2025-01-05 14:00:00
L0003918,2025-01-04 10:00:00,P00561,EU,I0004,1,71.81,2025-01-05 05:00:00
L0003917,2025-01-04 10:00:00,P00560,NA,I0039,2,41.76,2025-01-05 20:00:00
L0003915,2025-01-04 10:00:00,P00519,NA,I0013,1,49.1,2025-01-05 05:00:00
L0003912,2025-01-04 10:00:00,P00430,NA,I0033,3,57.0,2025-01-05 03:00:00
L0003887,2025-01-04 10:00:00,P00019,ASIA,I0019,2,56.75,2025-01-05 18:00:00
L0003913,2025-01-04 10:00:00,P00432,NA,I0010,1,46.09,2025-01-05 03:00:00
L0003905,2025-01-04 10:00:00,P00298,NA,I0009,1,55.36,2025-01-05 19:00:00
L0003909,2025-01-04 10:00:00,P00336,NA,I0003,2,56.26,2025-01-05 20:00:00
L0003903,2025-01-04 10:00:00,P00269,ASIA,I0036,1,26.63,2025-01-05 19:00:00
L0003910,2025-01-04 10:00:00,P00370,EU,I0030,2,43.04,2025-01-05 00:00:00
L0003890,2025-01-04 10:00:00,P00068,ASIA,I0014,2,34.5,2025-01-05 15:00:00
L0003900,2025-01-04 10:00:00,P00256,EU,I0004,2,60.08,2025-01-05 01:00:00
L0003901,2025-01-04 10:00:00,P00257,NA,I0005,1,53.17,2025-01-05 19:00:00
L0003888,2025-01-04 10:00:00,P00048,NA,I0005,1,42.29,2025-01-05 10:00:00
L0003889,2025-01-04 10:00:00,P00065,EU,I0020,1,57.28,2025-01-05 16:00:00
L0003891,2025-01-04 10:00:00,P00080,EU,I0026,1,66.26,2025-01-05 10:00:00
L0003892,2025-01-04 10:00:00,P00117,EU,I0014,1,36.7,2025-01-05 14:00:00
L0003902,2025-01-04 10:00:00,P00265,EU,I0031,1,61.51,2025-01-05 03:00:00
L0003895,2025-01-04 10:00:00,P00186,EU,I0038,1,54.85,2025-01-05 10:00:00
L0003894,2025-01-04 10:00:00,P00148,NA,I0032,1,31.01,2025-01-05 10:00:00
L0003908,2025-01-04 10:00:00,P00320,ASIA,I0022,2,320.52,2025-01-04 23:00:00
L0003907,2025-01-04 10:00:00,P00311,EU,I0034,1,68.26,2025-01-05 06:00:00
L0003906,2025-01-04 10:00:00,P00310,NA,I0034,3,88.64,2025-01-05 17:00:00
L0003904,2025-01-04 10:00:00,P00283,NA,I0014,1,42.26,2025-01-04 23:00:00
L0003916,2025-01-04 10:00:00,P00555,EU,I0020,1,63.04,2025-01-04 22:00:00
L0003898,2025-01-04 10:00:00,P00223,NA,I0032,1,26.89,2025-01-05 06:00:00
L0003899,2025-01-04 10:00:00,P00239,ASIA,I0003,2,60.73,2025-01-05 11:00:00
L0003893,2025-01-04 10:00:00,P00127,EU,I0031,2,66.27,2025-01-05 17:00:00
L0003897,2025-01-04 10:00:00,P00209,EU,I0036,2,25.49,2025-01-05 11:00:00
L0003896,2025-01-04 10:00:00,P00206,ASIA,I0014,1,33.84,2025-01-04 23:00:00
L0003928,2025-01-04 11:00:00,P00054,EU,I0028,2,61.26,2025-01-05 18:00:00
L0003931,2025-01-04 11:00:00,P00068,ASIA,I0032,1,29.78,2025-01-04 23:00:00
L0003930,2025-01-04 11:00:00,P00064,EU,I0038,1,68.3,2025-01-05 01:00:00
L0003929,2025-01-04 11:00:00,P00062,NA,I0019,1,52.09,2025-01-05 18:00:00
L0003939,2025-01-04 11:00:00,P00211,EU,I0010,2,40.11,2025-01-05 18:00:00
L0003927,2025-01-04 11:00:00,P00046,EU,I0039,2,49.46,2025-01-05 06:00:00
L0003922,2025-01-04 11:00:00,P00021,EU,I0027,2,452.69,2025-01-05 09:00:00
L0003925,2025-01-04 11:00:00,P00040,EU,I0013,1,45.44,2025-01-05 19:00:00
L0003924,2025-01-04 11:00:00,P00036,EU,I0002,1,35.22,2025-01-05 08:00:00
L0003923,2025-01-04 11:00:00,P00033,EU,I0030,1,63.88,2025-01-04 23:00:00
L0003921,2025-01-04 11:00:00,P00015,NA,I0008,2,60.19,2025-01-05 06:00:00
L0003920,2025-01-04 11:00:00,P00014,NA,I0031,1,47.01,2025-01-05 02:00:00
L0003937,2025-01-04 11:00:00,P00178,NA,I0002,2,43.92,2025-01-05 01:00:00
L0003926,2025-01-04 11:00:00,P00044,NA,I0031,1,38.67,2025-01-05 10:00:00
L0003940,2025-01-04 11:00:00,P00221,EU,I0031,1,59.91,2025-01-05 08:00:00
L0003941,2025-01-04 11:00:00,P00230,EU,I0018,2,54.35,2025-01-05 11:00:00
L0003934,2025-01-04 11:00:00,P00147,EU,I0008,1,63.5,2025-01-05 00:00:00
L0003957,2025-01-04 11:00:00,P00480,EU,I0025,3,54.78,2025-01-05 06:00:00
L0003964,2025-01-04 11:00:00,P00565,NA,I0025,3,56.95,2025-01-05 14:00:00
L0003919,2025-01-04 11:00:00,P00012,EU,I0029,1,44.4,2025-01-05 08:00:00
L0003968,2025-01-04 11:00:00,P00594,EU,I0016,1,48.24,2025-01-05 04:00:00
L0003961,2025-01-04 11:00:00,P00534,NA,I0018,2,58.71,2025-01-04 23:00:00
L0003945,2025-01-04 11:00:00,P00300,NA,I0027,1,390.33,2025-01-05 01:00:00
L0003958,2025-01-04 11:00:00,P00482,EU,I0025,1,75.97,2025-01-04 23:00:00
L0003970,2025-01-04 11:00:00,P00599,EU,I0004,1,69.95,2025-01-05 17:00:00
L0003969,2025-01-04 11:00:00,P00595,NA,I0000,1,58.48,2025-01-05 19:00:00
L0003943,2025-01-04 11:00:00,P00240,EU,I0038,1,65.84,2025-01-05 15:00:00
L0003967,2025-01-04 11:00:00,P00587,ASIA,I0016,3,43.5,2025-01-05 11:00:00
L0003965,2025-01-04 11:00:00,P00566,EU,I0032,1,35.83,2025-01-05 02:00:00
L0003963,2025-01-04 11:00:00,P00543,NA,I0019,2,48.86,2025-01-05 14:00:00
L0003962,2025-01-04 11:00:00,P00540,ASIA,I0013,2,44.6,2025-01-05 14:00:00
L0003966,2025-01-04 11:00:00,P00569,EU,I0028,3,41.92,2025-01-05 05:00:00
L0003951,2025-01-04 11:00:00,P00429,NA,I0036,1,22.58,2025-01-05 19:00:00
L0003956,2025-01-04 11:00:00,P00457,EU,I0033,2,58.15,2025-01-05 04:00:00
L0003960,2025-01-04 11:00:00,P00490,EU,I0004,2,67.53,2025-01-05 15:00:00
L0003946,2025-01-04 11:00:00,P00314,EU,I0023,2,77.41,2025-01-05 17:00:00
L0003933,2025-01-04 11:00:00,P00123,NA,I0034,2,68.17,2025-01-05 03:00:00
L0003932,2025-01-04 11:00:00,P00077,ASIA,I0012,1,421.88,2025-01-05 00:00:00
L0003936,2025-01-04 11:00:00,P00166,NA,I0001,1,414.16,2025-01-05 19:00:00
L0003935,2025-01-04 11:00:00,P00150,EU,I0018,2,61.87,2025-01-04 23:00:00
L0003955,2025-01-04 11:00:00,P00443,ASIA,I0010,1,42.52,2025-01-05 01:00:00
L0003944,2025-01-04 11:00:00,P00291,EU,I0001,2,414.97,2025-01-05 18:00:00
L0003959,2025-01-04 11:00:00,P00483,ASIA,I0003,3,58.02,2025-01-05 08:00:00
L0003942,2025-01-04 11:00:00,P00233,ASIA,I0032,1,28.65,2025-01-05 09:00:00
L0003938,2025-01-04 11:00:00,P00180,ASIA,I0026,1,49.06,2025-01-05 18:00:00
L0003953,2025-01-04 11:00:00,P00437,NA,I0039,2,47.39,2025-01-05 18:00:00
L0003952,2025-01-04 11:00:00,P00436,NA,I0014,2,34.52,2025-01-05 12:00:00
L0003949,2025-01-04 11:00:00,P00379,ASIA,I0021,1,41.97,2025-01-05 01:00:00
L0003950,2025-01-04 11:00:00,P00412,ASIA,I0039,2,45.18,2025-01-05 12:00:00
L0003948,2025-01-04 11:00:00,P00374,EU,I0030,1,51.99,2025-01-05 15:00:00
L0003947,2025-01-04 11:00:00,P00370,EU,I0000,1,86.1,2025-01-05 04:00:00
L0003954,2025-01-04 11:00:00,P00440,NA,I0002,1,36.16,2025-01-05 22:00:00
L0004012,2025-01-04 12:00:00,P00575,EU,I0000,1,79.61,2025-01-05 22:00:00
L0004011,2025-01-04 12:00:00,P00573,ASIA,I0034,1,63.27,2025-01-05 14:00:00
L0004009,2025-01-04 12:00:00,P00553,EU,I0033,1,60.66,2025-01-05 22:00:00
L0004007,2025-01-04 12:00:00,P00516,EU,I0002,1,45.79,2025-01-05 16:00:00
L0003991,2025-01-04 12:00:00,P00241,EU,I0030,1,68.97,2025-01-05 05:00:00
L0004005,2025-01-04 12:00:00,P00505,NA,I0021,1,36.96,2025-01-05 15:00:00
L0004004,2025-01-04 12:00:00,P00471,EU,I0000,2,75.55,2025-01-05 11:00:00
L0003984,2025-01-04 12:00:00,P00182,ASIA,I0039,3,55.47,2025-01-05 13:00:00
L0003993,2025-01-04 12:00:00,P00276,EU,I0023,1,56.4,2025-01-05 07:00:00
L0004006,2025-01-04 12:00:00,P00507,NA,I0004,1,72.23,2025-01-05 07:00:00
L0004003,2025-01-04 12:00:00,P00431,EU,I0035,2,2640.55,2025-01-05 02:00:00
L0003990,2025-01-04 12:00:00,P00240,EU,I0021,2,34.15,2025-01-05 08:00:00
L0004010,2025-01-04 12:00:00,P00557,EU,I0027,1,435.99,2025-01-05 02:00:00
L0003997,2025-01-04 12:00:00,P00359,NA,I0034,2,79.11,2025-01-05 23:00:00
L0003998,2025-01-04 12:00:00,P00382,NA,I0006,2,392.9,2025-01-05 21:00:00
L0003996,2025-01-04 12:00:00,P00332,NA,I0003,1,52.33,2025-01-05 08:00:00
L0003985,2025-01-04 12:00:00,P00198,ASIA,I0009,2,62.2,2025-01-05 07:00:00
L0004001,2025-01-04 12:00:00,P00425,ASIA,I0016,1,42.85,2025-01-05 04:00:00
L0003994,2025-01-04 12:00:00,P00277,NA,I0039,1,48.09,2025-01-05 18:00:00
L0003999,2025-01-04 12:00:00,P00386,ASIA,I0018,1,57.03,2025-01-05 06:00:00
L0003995,2025-01-04 12:00:00,P00292,NA,I0003,2,50.18,2025-01-05 19:00:00
L0004000,2025-01-04 12:00:00,P00420,NA,I0018,3,52.3,2025-01-05 14:00:00
L0003992,2025-01-04 12:00:00,P00255,NA,I0008,2,62.23,2025-01-05 22:00:00
L0004008,2025-01-04 12:00:00,P00528,EU,I0020,1,58.51,2025-01-05 21:00:00
L0003987,2025-01-04 12:00:00,P00218,EU,I0021,2,32.29,2025-01-05 19:00:00
L0003983,2025-01-04 12:00:00,P00177,ASIA,I0039,1,53.88,2025-01-05 03:00:00
L0003986,2025-01-04 12:00:00,P00211,EU,I0038,1,54.03,2025-01-05 04:00:00
L0004002,2025-01-04 12:00:00,P00428,NA,I0013,1,45.52,2025-01-05 07:00:00
L0003989,2025-01-04 12:00:00,P00230,EU,I0016,1,41.43,2025-01-05 00:00:00
L0003988,2025-01-04 12:00:00,P00223,NA,I0038,1,44.52,2025-01-05 04:00:00
L0003973,2025-01-04 12:00:00,P00066,EU,I0034,1,80.2,2025-01-05 15:00:00
L0003974,2025-01-04 12:00:00,P00070,NA,I0020,1,54.11,2025-01-05 17:00:00
L0003975,2025-01-04 12:00:00,P00095,NA,I0032,1,43.38,2025-01-05 22:00:00
L0003976,2025-01-04 12:00:00,P00116,ASIA,I0001,1,558.23,2025-01-05 18:00:00
L0003977,2025-01-04 12:00:00,P00142,EU,I0025,1,76.19,2025-01-05 12:00:00
L0003972,2025-01-04 12:00:00,P00060,NA,I0004,1,75.54,2025-01-05 17:00:00
L0003979,2025-01-04 12:00:00,P00154,NA,I0014,2,36.97,2025-01-05 08:00:00
L0003980,2025-01-04 12:00:00,P00158,EU,I0015,1,38.11,2025-01-05 02:00:00
L0003971,2025-01-04 12:00:00,P00038,ASIA,I0027,1,382.03,2025-01-05 07:00:00
L0003982,2025-01-04 12:00:00,P00172,NA,I0029,1,35.81,2025-01-05 02:00:00
L0003981,2025-01-04 12:00:00,P00159,EU,I0014,2,42.27,2025-01-05 16:00:00
L0003978,2025-01-04 12:00:00,P00153,NA,I0005,3,55.73,2025-01-05 15:00:00
L0004025,2025-01-04 13:00:00,P00204,NA,I0029,1,34.92,2025-01-05 11:00:00
L0004026,2025-01-04 13:00:00,P00208,ASIA,I0009,1,49.23,2025-01-05 21:00:00
L0004030,2025-01-04 13:00:00,P00266,ASIA,I0032,2,31.58,2025-01-05 02:00:00
L0004028,2025-01-04 13:00:00,P00255,NA,I0005,1,46.74,2025-01-05 13:00:00
L0004037,2025-01-04 13:00:00,P00344,EU,I0014,1,49.48,2025-01-05 14:00:00
L0004036,2025-01-04 13:00:00,P00337,EU,I0028,1,67.14,2025-01-05 02:00:00
L0004038,2025-01-04 13:00:00,P00345,ASIA,I0000,1,83.7,2025-01-05 20:00:00
L0004031,2025-01-04 13:00:00,P00280,NA,I0039,1,57.6,2025-01-05 10:00:00
L0004024,2025-01-04 13:00:00,P00198,ASIA,I0014,1,36.93,2025-01-05 13:00:00
L0004029,2025-01-04 13:00:00,P00262,EU,I0003,1,82.87,2025-01-05 04:00:00
L0004027,2025-01-04 13:00:00,P00242,NA,I0004,3,87.04,2025-01-05 13:00:00
L0004051,2025-01-04 13:00:00,P00537,EU,I0008,2,59.31,2025-01-05 21:00:00
L0004039,2025-01-04 13:00:00,P00395,EU,I0014,3,36.31,2025-01-05 10:00:00
L0004041,2025-01-04 13:00:00,P00441,EU,I0021,1,36.39,2025-01-05 08:00:00
L0004045,2025-01-04 13:00:00,P00474,NA,I0012,1,319.24,2025-01-05 15:00:00
L0004044,2025-01-04 13:00:00,P00470,EU,I0002,3,43.35,2025-01-05 22:00:00
L0004046,2025-01-04 13:00:00,P00482,EU,I0036,1,32.67,2025-01-05 20:00:00
L0004047,2025-01-04 13:00:00,P00509,EU,I0026,2,58.47,2025-01-05 14:00:00
L0004048,2025-01-04 13:00:00,P00510,NA,I0003,1,68.48,2025-01-05 05:00:00
L0004050,2025-01-04 13:00:00,P00520,EU,I0013,1,50.51,2025-01-06 00:00:00
L0004052,2025-01-04 13:00:00,P00561,EU,I0019,2,46.95,2025-01-05 08:00:00
L0004053,2025-01-04 13:00:00,P00571,EU,I0010,1,49.96,2025-01-05 06:00:00
L0004040,2025-01-04 13:00:00,P00438,NA,I0023,2,72.68,2025-01-05 18:00:00
L0004035,2025-01-04 13:00:00,P00329,EU,I0014,1,39.91,2025-01-05 22:00:00
L0004055,2025-01-04 13:00:00,P00590,NA,I0003,1,45.49,2025-01-05 03:00:00
L0004049,2025-01-04 13:00:00,P00513,NA,I0002,2,40.46,2025-01-05 06:00:00
L0004033,2025-01-04 13:00:00,P00309,ASIA,I0002,2,41.4,2025-01-05 12:00:00
L0004054,2025-01-04 13:00:00,P00584,EU,I0023,1,73.03,2025-01-05 08:00:00
L0004034,2025-01-04 13:00:00,P00320,ASIA,I0032,1,27.8,2025-01-05 23:00:00
L0004042,2025-01-04 13:00:00,P00446,NA,I0028,1,54.69,2025-01-05 09:00:00
L0004022,2025-01-04 13:00:00,P00192,EU,I0032,2,37.15,2025-01-05 03:00:00
L0004032,2025-01-04 13:00:00,P00303,NA,I0036,1,32.12,2025-01-05 06:00:00
L0004023,2025-01-04 13:00:00,P00194,EU,I0000,1,79.66,2025-01-05 18:00:00
L0004018,2025-01-04 13:00:00,P00129,EU,I0003,2,56.02,2025-01-05 01:00:00
L0004021,2025-01-04 13:00:00,P00190,EU,I0032,1,30.68,2025-01-05 18:00:00
L0004020,2025-01-04 13:00:00,P00178,NA,I0010,1,43.63,2025-01-05 14:00:00
L0004043,2025-01-04 13:00:00,P00460,NA,I0018,2,64.87,2025-01-05 01:00:00
L0004019,2025-01-04 13:00:00,P00170,NA,I0023,1,72.65,2025-01-05 10:00:00
L0004017,2025-01-04 13:00:00,P00121,NA,I0027,1,417.2,2025-01-05 01:00:00
L0004016,2025-01-04 13:00:00,P00050,EU,I0020,1,57.78,2025-01-06 00:00:00
L0004015,2025-01-04 13:00:00,P00041,ASIA,I0019,1,40.45,2025-01-05 23:00:00
L0004014,2025-01-04 13:00:00,P00023,EU,I0026,1,55.84,2025-01-05 05:00:00
L0004013,2025-01-04 13:00:00,P00010,EU,I0000,2,89.1,2025-01-05 05:00:00
L0004096,2025-01-04 14:00:00,P00598,NA,I0033,1,60.24,2025-01-05 02:00:00
L0004094,2025-01-04 14:00:00,P00592,ASIA,I0036,1,26.21,2025-01-05 23:00:00
L0004074,2025-01-04 14:00:00,P00257,NA,I0002,2,40.05,2025-01-05 06:00:00
L0004073,2025-01-04 14:00:00,P00251,NA,I0004,1,69.42,2025-01-05 08:00:00
L0004076,2025-01-04 14:00:00,P00292,NA,I0009,1,52.99,2025-01-05 08:00:00
L0004071,2025-01-04 14:00:00,P00228,ASIA,I0015,2,40.86,2025-01-05 18:00:00
L0004070,2025-01-04 14:00:00,P00227,NA,I0032,1,32.23,2025-01-05 09:00:00
L0004069,2025-01-04 14:00:00,P00226,NA,I0010,2,28.61,2025-01-05 23:00:00
L0004068,2025-01-04 14:00:00,P00222,NA,I0029,2,39.96,2025-01-05 23:00:00
L0004067,2025-01-04 14:00:00,P00215,EU,I0025,2,66.78,2025-01-05 17:00:00
L0004061,2025-01-04 14:00:00,P00133,EU,I0032,2,35.12,2025-01-05 16:00:00
L0004065,2025-01-04 14:00:00,P00192,EU,I0004,2,58.51,2025-01-05 18:00:00
L0004092,2025-01-04 14:00:00,P00587,ASIA,I0028,1,55.59,2025-01-05 15:00:00
L0004091,2025-01-04 14:00:00,P00583,EU,I0018,1,49.9,2025-01-05 21:00:00
L0004090,2025-01-04 14:00:00,P00580,ASIA,I0015,1,42.28,2025-01-05 15:00:00
L0004089,2025-01-04 14:00:00,P00573,ASIA,I0005,1,55.89,2025-01-06 01:00:00
L0004078,2025-01-04 14:00:00,P00348,EU,I0013,1,62.07,2025-01-05 02:00:00
L0004087,2025-01-04 14:00:00,P00528,EU,I0012,3,416.67,2025-01-05 10:00:00
L0004083,2025-01-04 14:00:00,P00467,NA,I0032,1,23.04,2025-01-05 13:00:00
L0004084,2025-01-04 14:00:00,P00480,EU,I0006,2,376.64,2025-01-05 08:00:00
L0004082,2025-01-04 14:00:00,P00451,NA,I0015,1,35.95,2025-01-05 04:00:00
L0004081,2025-01-04 14:00:00,P00442,EU,I0017,1,487.43,2025-01-05 12:00:00
L0004095,2025-01-04 14:00:00,P00595,NA,I0027,1,428.62,2025-01-06 01:00:00
L0004056,2025-01-04 14:00:00,P00008,NA,I0038,2,52.78,2025-01-05 12:00:00
L0004086,2025-01-04 14:00:00,P00525,NA,I0018,1,47.39,2025-01-05 09:00:00
L0004085,2025-01-04 14:00:00,P00495,EU,I0002,2,32.0,2025-01-05 12:00:00
L0004079,2025-01-04 14:00:00,P00364,NA,I0023,3,52.09,2025-01-05 15:00:00
L0004088,2025-01-04 14:00:00,P00540,ASIA,I0016,1,46.92,2025-01-05 21:00:00
L0004064,2025-01-04 14:00:00,P00184,ASIA,I0011,1,272.33,2025-01-05 12:00:00
L0004063,2025-01-04 14:00:00,P00159,EU,I0019,2,53.97,2025-01-05 14:00:00
L0004080,2025-01-04 14:00:00,P00409,ASIA,I0004,2,85.44,2025-01-05 03:00:00
L0004093,2025-01-04 14:00:00,P00591,NA,I0003,2,57.7,2025-01-05 06:00:00
L0004060,2025-01-04 14:00:00,P00113,ASIA,I0038,1,54.09,2025-01-05 17:00:00
L0004059,2025-01-04 14:00:00,P00091,ASIA,I0022,2,385.74,2025-01-05 20:00:00
L0004062,2025-01-04 14:00:00,P00140,NA,I0031,1,55.11,2025-01-05 14:00:00
L0004057,2025-01-04 14:00:00,P00033,EU,I0022,1,398.1,2025-01-05 20:00:00
L0004075,2025-01-04 14:00:00,P00283,NA,I0008,1,50.02,2025-01-05 07:00:00
L0004072,2025-01-04 14:00:00,P00236,NA,I0002,1,33.91,2025-01-05 06:00:00
L0004077,2025-01-04 14:00:00,P00304,NA,I0031,1,43.07,2025-01-05 22:00:00
L0004066,2025-01-04 14:00:00,P00200,ASIA,I0020,1,57.87,2025-01-05 02:00:00
L0004058,2025-01-04 14:00:00,P00056,ASIA,I0034,1,85.97,2025-01-05 09:00:00
L0004128,2025-01-04 15:00:00,P00426,NA,I0035,1,2426.4,2025-01-06 00:00:00
L0004114,2025-01-04 15:00:00,P00220,ASIA,I0028,1,46.4,2025-01-05 03:00:00
L0004130,2025-01-04 15:00:00,P00483,ASIA,I0019,3,40.9,2025-01-05 08:00:00
L0004134,2025-01-04 15:00:00,P00580,ASIA,I0021,1,42.53,2025-01-05 22:00:00
L0004133,2025-01-04 15:00:00,P00542,NA,I0023,1,72.0,2025-01-05 15:00:00
L0004132,2025-01-04 15:00:00,P00540,ASIA,I0038,1,56.56,2025-01-05 23:00:00
L0004131,2025-01-04 15:00:00,P00486,EU,I0023,2,86.12,2025-01-05 09:00:00
L0004129,2025-01-04 15:00:00,P00451,NA,I0037,1,363.61,2025-01-06 02:00:00
L0004127,2025-01-04 15:00:00,P00407,ASIA,I0026,1,55.03,2025-01-05 20:00:00
L0004125,2025-01-04 15:00:00,P00399,NA,I0002,2,38.93,2025-01-05 20:00:00
L0004097,2025-01-04 15:00:00,P00021,EU,I0023,1,87.79,2025-01-05 20:00:00
L0004112,2025-01-04 15:00:00,P00201,NA,I0014,1,37.71,2025-01-05 08:00:00
L0004105,2025-01-04 15:00:00,P00107,NA,I0028,1,47.74,2025-01-05 23:00:00
L0004106,2025-01-04 15:00:00,P00123,NA,I0038,2,67.15,2025-01-05 10:00:00
L0004113,2025-01-04 15:00:00,P00211,EU,I0032,1,30.34,2025-01-05 18:00:00
L0004111,2025-01-04 15:00:00,P00200,ASIA,I0038,1,65.28,2025-01-05 14:00:00
L0004110,2025-01-04 15:00:00,P00171,NA,I0030,1,44.87,2025-01-06 02:00:00
L0004109,2025-01-04 15:00:00,P00150,EU,I0021,1,36.23,2025-01-05 06:00:00
L0004108,2025-01-04 15:00:00,P00134,ASIA,I0013,1,51.68,2025-01-06 01:00:00
L0004107,2025-01-04 15:00:00,P00130,ASIA,I0000,1,78.75,2025-01-05 22:00:00
L0004123,2025-01-04 15:00:00,P00328,EU,I0005,2,52.09,2025-01-05 04:00:00
L0004104,2025-01-04 15:00:00,P00104,ASIA,I0016,1,56.54,2025-01-05 18:00:00
L0004103,2025-01-04 15:00:00,P00099,EU,I0033,1,62.84,2025-01-05 21:00:00
L0004102,2025-01-04 15:00:00,P00092,NA,I0012,2,356.78,2025-01-05 10:00:00
L0004101,2025-01-04 15:00:00,P00059,NA,I0019,1,50.65,2025-01-05 23:00:00
L0004099,2025-01-04 15:00:00,P00037,EU,I0028,1,51.47,2025-01-05 16:00:00
L0004121,2025-01-04 15:00:00,P00304,NA,I0015,1,36.93,2025-01-05 18:00:00
L0004100,2025-01-04 15:00:00,P00058,ASIA,I0023,2,68.15,2025-01-05 10:00:00
L0004119,2025-01-04 15:00:00,P00259,EU,I0036,1,34.73,2025-01-05 19:00:00
L0004120,2025-01-04 15:00:00,P00298,NA,I0008,1,50.62,2025-01-05 21:00:00
L0004118,2025-01-04 15:00:00,P00257,NA,I0014,1,39.24,2025-01-05 19:00:00
L0004122,2025-01-04 15:00:00,P00322,NA,I0039,1,52.89,2025-01-05 15:00:00
L0004124,2025-01-04 15:00:00,P00353,NA,I0002,1,32.77,2025-01-05 03:00:00
L0004126,2025-01-04 15:00:00,P00400,EU,I0023,2,62.41,2025-01-05 13:00:00
L0004116,2025-01-04 15:00:00,P00235,EU,I0003,1,65.12,2025-01-05 13:00:00
L0004115,2025-01-04 15:00:00,P00234,EU,I0039,1,48.02,2025-01-05 14:00:00
L0004098,2025-01-04 15:00:00,P00028,NA,I0022,2,420.6,2025-01-05 07:00:00
L0004117,2025-01-04 15:00:00,P00249,EU,I0016,2,39.94,2025-01-05 15:00:00
L0004140,2025-01-04 16:00:00,P00082,NA,I0005,2,53.15,2025-01-05 16:00:00
L0004143,2025-01-04 16:00:00,P00105,EU,I0018,2,47.07,2025-01-05 22:00:00
L0004136,2025-01-04 16:00:00,P00039,EU,I0028,4,47.47,2025-01-05 04:00:00
L0004138,2025-01-04 16:00:00,P00061,NA,I0008,2,54.91,2025-01-05 18:00:00
L0004139,2025-01-04 16:00:00,P00072,ASIA,I0026,2,43.0,2025-01-05 08:00:00
L0004141,2025-01-04 16:00:00,P00086,NA,I0025,2,53.55,2025-01-05 08:00:00
L0004142,2025-01-04 16:00:00,P00095,NA,I0019,2,55.74,2025-01-05 18:00:00
L0004146,2025-01-04 16:00:00,P00129,EU,I0002,3,39.25,2025-01-05 10:00:00
L0004144,2025-01-04 16:00:00,P00123,NA,I0005,1,53.82,2025-01-06 03:00:00
L0004147,2025-01-04 16:00:00,P00186,EU,I0027,1,477.05,2025-01-06 00:00:00
L0004168,2025-01-04 16:00:00,P00487,NA,I0003,1,47.08,2025-01-05 16:00:00
L0004149,2025-01-04 16:00:00,P00224,NA,I0034,2,79.53,2025-01-05 10:00:00
L0004154,2025-01-04 16:00:00,P00245,EU,I0002,1,36.77,2025-01-05 16:00:00
L0004135,2025-01-04 16:00:00,P00016,ASIA,I0009,3,58.14,2025-01-05 18:00:00
L0004163,2025-01-04 16:00:00,P00422,EU,I0010,1,51.61,2025-01-06 02:00:00
L0004167,2025-01-04 16:00:00,P00485,EU,I0033,2,55.73,2025-01-05 11:00:00
L0004157,2025-01-04 16:00:00,P00333,EU,I0028,2,39.32,2025-01-05 11:00:00
L0004173,2025-01-04 16:00:00,P00561,EU,I0020,1,51.96,2025-01-05 08:00:00
L0004175,2025-01-04 16:00:00,P00597,NA,I0016,1,46.28,2025-01-05 19:00:00
